Full Name,Nurse Number,Nurse Type,Nurse Department,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42
Greta Nella,134,NA,Forensic,2,1,2,2,0,2,1,2,2,2,1,2,2,2,0,1,1,2,1,2,1,2,2,1,1,0,1,1,1,1,1,2,0,2,0,2,0,0,1,2,0,0
Marianna Genevieve,135,LPN,Forensic,0,0,1,0,1,0,1,2,1,0,0,0,2,2,2,1,0,2,0,2,2,2,2,0,0,1,2,1,1,2,1,2,1,1,0,0,2,2,2,1,2,0
Shelly Elenore,136,NA,Family,0,0,0,2,2,2,1,1,2,1,0,0,1,2,1,0,2,2,2,0,1,1,2,2,1,2,1,0,0,1,0,1,1,0,0,0,2,2,1,1,0,1
Quentin Billie,137,RN,Surgery,0,2,0,0,1,0,0,0,2,0,2,2,2,0,1,1,2,1,1,2,2,2,1,2,1,2,1,2,2,2,1,2,2,0,1,0,1,1,2,2,1,1
Hortense Oscar,138,RN,Oncology,2,1,1,0,0,0,1,2,1,0,0,1,2,0,1,1,0,0,2,2,2,0,2,0,2,1,2,0,2,2,0,2,0,0,2,1,0,1,1,0,2,0
Cliff Terrance,139,NA,Oncology,2,0,1,2,2,2,1,0,1,1,2,0,0,0,2,1,2,0,0,0,2,2,2,0,0,2,2,1,0,0,2,1,0,1,2,0,0,1,2,1,2,2
Lillie Arthur,140,NA,Labor,2,0,2,0,1,1,1,0,1,0,0,0,1,1,2,1,1,2,0,2,2,2,1,1,2,2,0,2,1,0,0,1,0,0,0,2,0,1,0,2,2,0
Richard Dalton,141,NA,Oncology,2,1,2,1,0,1,2,0,2,2,1,1,0,1,0,1,0,2,0,1,1,1,0,0,2,2,1,1,0,1,2,1,1,2,1,1,0,1,2,2,0,1
Jimmy Ernesto,142,NA,Forensic,1,0,0,0,2,0,1,1,1,0,0,1,2,0,2,2,2,0,1,2,2,2,1,2,1,0,2,0,1,2,1,2,0,1,1,2,0,1,0,1,0,0
Cedric Julianne,143,RN,Oncology,2,2,2,2,1,1,2,1,2,0,0,1,0,2,2,1,0,1,1,0,0,1,1,1,1,1,2,0,1,1,0,1,1,0,0,2,0,0,2,1,1,0
Enrique Adrian,144,LPN,Labor,0,0,2,2,0,2,2,2,1,0,0,1,2,1,2,2,1,2,2,0,0,0,2,2,1,1,1,0,2,1,1,2,2,1,0,1,1,2,1,1,2,1
Malinda Leonardo,145,RN,Critical Care,2,2,2,1,1,2,2,0,1,1,0,1,2,2,1,1,2,0,2,0,2,1,0,2,2,0,1,2,0,0,0,1,1,2,0,2,1,2,1,0,0,1
Sammie Aron,146,NA,Surgery,0,1,0,2,0,0,0,2,1,0,2,1,2,0,2,0,0,0,0,0,2,2,1,0,1,1,0,0,2,0,1,0,2,1,1,0,0,1,1,2,2,0
Ann Marcos,147,LPN,Midwife,0,2,0,2,0,2,2,2,2,2,1,2,1,2,0,0,1,1,2,0,0,2,0,2,1,1,1,2,1,2,0,2,2,2,0,2,1,2,1,2,2,1
Taylor Tayler,148,RN,Oncology,0,1,0,1,1,2,1,2,1,1,0,2,0,1,1,2,2,1,0,1,0,2,1,0,1,1,1,1,1,1,1,1,0,2,0,0,1,0,0,1,1,1
Doris Cooper,149,LPN,Critical Care,2,2,1,1,0,1,1,0,1,1,1,1,2,2,1,0,1,1,0,1,2,1,0,1,1,0,0,1,2,0,0,1,0,2,0,0,0,0,1,0,2,0
Wayne Rolland,150,NA,Mental Health,2,0,0,1,1,0,0,2,2,2,1,2,1,2,2,1,1,2,1,1,1,0,0,2,2,2,2,2,2,1,1,2,0,0,2,0,1,0,2,0,2,1
Williard Lori,151,RN,Mental Health,1,1,2,2,2,1,0,2,1,1,2,0,1,0,0,0,2,0,1,2,1,0,1,0,0,1,2,0,1,1,1,2,0,1,1,2,2,2,1,2,0,0
Lora Stewart,152,NA,Forensic,0,1,1,1,1,1,1,2,2,1,2,2,1,0,2,1,0,2,1,1,1,2,1,0,2,2,0,2,1,1,1,2,0,1,1,1,2,1,0,2,2,0
Leah Marlon,153,LPN,Forensic,0,1,2,2,2,1,2,2,0,0,1,1,0,0,0,2,1,2,1,1,2,1,0,2,0,1,1,2,1,0,1,1,2,2,0,2,2,2,1,0,2,0
Fran Khalil,154,NA,Critical Care,0,2,2,1,2,0,2,1,1,2,0,0,1,2,2,0,2,1,0,0,2,2,1,0,1,1,2,0,0,2,1,0,2,0,2,1,2,1,1,1,0,0
Lourdes Edgar,155,NA,Family,1,0,2,0,1,2,2,1,1,2,0,2,2,1,0,2,2,1,0,0,2,0,2,0,0,2,0,1,2,2,0,2,2,1,2,1,1,0,0,1,1,1
Delma Rachel,156,RN,Pediatric,1,2,0,0,0,1,1,0,0,2,2,2,0,2,2,0,0,1,1,0,2,1,0,2,1,2,1,2,0,1,0,0,0,1,2,1,1,1,1,2,0,0
Elwin Henrietta,157,LPN,Labor,1,1,0,0,2,2,0,0,2,1,1,0,0,1,0,2,1,2,1,0,2,1,2,1,1,0,2,2,1,2,0,2,1,0,2,0,0,1,0,1,0,1
Pinkney Allan,158,NA,Family,1,0,1,2,1,0,2,1,1,0,1,0,0,1,1,2,2,2,1,0,1,2,0,1,1,0,1,2,0,2,0,0,2,0,1,0,0,0,0,1,1,2
Matie Leandra,159,RN,Family,0,0,1,2,1,1,0,1,0,1,1,2,2,1,1,2,1,0,2,0,1,2,0,0,2,1,1,1,0,1,0,2,1,1,2,0,2,1,0,2,1,2
Lambert Vince,160,NA,Critical Care,2,2,1,0,0,1,1,2,2,1,2,0,0,0,0,1,2,2,2,2,0,2,1,2,2,0,1,1,1,0,1,1,2,1,0,2,1,2,0,2,2,1
Eleanor Dallas,161,LPN,Surgery,2,0,0,2,2,2,1,1,0,1,0,1,2,1,1,0,0,2,1,0,0,0,1,1,2,2,2,1,0,1,0,2,1,2,1,1,0,2,0,2,0,0
Donald Jackson,162,LPN,Forensic,0,1,1,2,2,2,0,1,1,0,0,2,2,1,2,1,2,0,2,1,0,2,0,2,1,2,0,1,2,1,2,0,2,0,2,2,2,2,0,0,2,1
Harry Robbie,163,RN,Pediatric,0,1,1,2,0,1,2,0,1,1,1,0,0,0,2,0,0,1,0,1,0,1,0,1,2,1,2,0,0,2,2,1,2,2,0,1,0,0,1,2,2,1
Jess Allyson,164,RN,Forensic,0,2,1,1,1,1,2,2,0,1,0,2,1,0,1,2,1,2,1,1,2,2,1,2,2,0,1,0,0,0,0,2,0,0,0,0,1,1,0,1,0,0
Kenton Rosa,165,LPN,Labor,0,2,2,1,0,2,1,1,1,1,1,0,1,1,1,2,0,1,2,1,2,2,0,1,2,1,0,2,0,1,2,1,1,0,2,0,2,1,2,2,1,0
Rosalinda Omar,166,RN,Mental Health,1,0,1,2,0,0,0,2,0,0,2,2,0,2,1,0,1,2,0,0,0,2,1,1,2,0,0,1,1,1,1,0,2,2,0,0,2,1,1,1,2,1
Adela Bobbie,167,LPN,Oncology,2,2,1,2,0,1,0,0,0,1,0,0,2,1,2,0,1,2,2,1,2,2,1,2,1,1,0,0,1,0,0,2,2,1,0,0,2,1,1,2,1,2
Micheal Hurley,168,LPN,Labor,0,0,0,1,2,0,1,1,2,0,0,2,0,2,1,2,1,2,2,1,2,2,0,2,1,0,1,1,2,1,1,0,2,0,2,1,2,0,2,1,1,0
Stuart Marcos,169,NA,Forensic,0,0,1,2,0,2,2,2,1,1,1,0,2,0,0,0,2,0,0,2,1,1,0,0,0,1,0,2,1,0,0,2,1,0,0,0,1,0,0,0,1,1
Patrick Trenton,170,RN,Midwife,1,0,2,0,0,0,2,2,0,2,2,2,0,0,1,2,2,0,0,2,0,1,2,0,2,0,0,1,2,0,0,0,1,1,1,0,1,1,2,2,1,1
Noelle Dollie,171,LPN,Midwife,2,1,0,2,0,0,0,1,0,1,0,0,2,1,0,1,0,2,2,0,1,2,2,0,0,1,1,1,0,1,2,0,2,2,0,1,0,2,0,0,0,0
Fredrick Hester,172,RN,Oncology,2,1,1,1,0,0,1,1,1,1,1,0,0,2,1,0,1,1,0,0,0,2,1,0,1,1,2,0,1,1,2,1,0,1,0,2,0,1,2,0,1,0
Lloyd Beulah,173,LPN,Oncology,0,0,0,0,0,0,0,1,0,1,0,2,1,1,1,0,0,0,1,0,1,1,2,0,2,0,2,1,2,2,1,2,2,0,1,1,1,0,1,1,2,0
Korbin Nadine,174,NA,Oncology,1,1,0,2,0,1,2,0,2,0,1,1,0,2,1,1,2,0,2,1,0,0,0,1,0,2,1,1,0,0,1,2,2,0,2,1,2,0,2,2,0,0
Francesca Dennis,175,RN,Mental Health,1,1,0,0,1,0,2,0,2,0,1,0,2,0,1,1,0,1,0,1,0,0,1,1,1,2,0,2,1,1,1,0,1,0,1,1,2,0,1,1,0,2
Jasmine Dale,176,NA,Oncology,1,0,2,1,0,2,0,0,2,2,2,2,0,1,0,2,0,2,1,1,2,0,1,1,1,0,2,0,0,1,2,2,2,0,1,2,1,1,0,0,2,2
Arlen Nikhil,177,LPN,Oncology,1,1,1,0,0,0,0,0,1,0,0,1,2,0,1,2,2,0,2,1,1,0,0,1,0,1,0,2,2,0,1,0,1,2,1,2,2,2,1,1,0,0
Heath Michele,178,NA,Family,0,2,1,1,2,2,2,2,2,0,0,2,0,2,1,1,0,2,0,0,2,0,1,0,0,0,0,0,2,0,1,2,2,2,2,2,1,2,1,1,1,2
Emmie Georgie,179,LPN,Oncology,1,2,0,0,2,0,2,0,1,0,0,1,2,0,1,2,0,1,2,1,0,2,0,0,0,2,0,2,0,0,0,1,0,2,0,1,2,0,1,1,2,0
Haley Maegan,180,NA,Mental Health,1,2,2,1,0,0,2,2,0,1,1,1,0,2,2,0,1,2,2,2,0,0,0,2,2,1,2,2,0,0,1,0,1,0,2,0,1,0,2,2,0,2
Desmond Willam,181,LPN,Oncology,1,1,1,1,2,1,2,1,0,0,1,1,0,0,2,0,0,2,0,1,0,0,2,2,1,2,2,2,0,1,1,1,2,1,1,0,1,1,1,2,1,2
Maurice Alexander,182,RN,Pediatric,2,0,1,2,1,0,2,0,1,2,1,2,1,1,2,0,0,2,1,0,0,1,0,1,1,1,1,1,2,1,1,2,1,1,1,0,2,1,0,1,1,2
Demetrius Madison,183,RN,Pediatric,0,1,0,2,0,0,0,2,1,1,1,1,2,0,0,1,2,2,1,0,0,1,2,1,2,2,1,2,0,2,2,2,2,1,0,2,1,0,2,1,0,0
Terese Carolyn,184,NA,Mental Health,1,0,1,2,0,0,0,1,2,2,2,0,1,1,1,2,1,0,1,0,1,1,1,2,2,0,0,2,0,1,0,1,1,0,2,0,2,0,1,2,0,1
Jimmie Leeann,185,RN,Oncology,2,1,2,2,2,2,1,2,0,1,0,0,2,1,1,0,1,0,2,0,1,2,1,2,2,0,0,2,2,0,0,2,1,0,0,0,2,2,0,2,0,0
Gertrude Syble,186,NA,Oncology,2,1,2,1,1,0,2,2,1,2,0,2,0,1,0,0,2,1,0,2,2,1,2,2,0,1,1,1,2,2,1,0,1,0,2,2,2,1,1,1,1,1
Paris Delia,187,NA,Mental Health,1,1,0,0,0,2,1,0,0,1,0,2,0,0,0,2,1,0,1,1,0,2,1,0,1,0,0,0,0,0,2,2,1,1,2,1,1,1,1,1,0,0
Brett Rebekah,188,NA,Family,1,1,0,0,0,1,2,0,1,2,1,1,2,1,1,1,2,1,1,2,2,0,2,0,1,1,2,2,0,1,2,1,2,0,2,2,1,0,2,2,2,0
Joe Micah,189,RN,Labor,2,0,1,0,1,1,2,0,0,2,2,0,2,1,2,1,1,1,1,2,2,1,2,1,0,1,2,0,1,0,1,1,1,0,2,2,0,0,0,1,2,0
Deanna Lurline,190,RN,Oncology,1,2,0,0,2,2,2,1,2,1,0,2,0,0,0,1,1,2,2,0,1,2,2,1,0,1,1,0,1,0,2,0,0,1,2,1,0,2,1,0,2,0
Errol Daisy,191,LPN,Forensic,0,0,1,2,2,1,0,2,1,1,1,0,0,2,1,2,0,0,2,2,1,1,1,2,2,1,2,0,0,1,0,1,0,1,0,1,1,0,2,2,2,1
Nicholas Rhoda,192,LPN,Forensic,1,0,0,1,0,0,1,2,1,0,0,0,1,0,1,0,2,0,0,2,2,0,2,0,1,0,0,2,2,1,1,1,1,1,2,0,2,2,2,1,0,0
Loren Fay,193,RN,Mental Health,1,2,2,2,0,2,0,2,0,0,2,1,2,1,0,0,2,2,0,1,1,1,1,1,0,1,1,1,2,0,2,1,0,2,1,0,1,0,0,2,0,2
Howard Crystal,194,LPN,Midwife,0,0,1,2,2,0,2,1,1,1,1,1,0,0,2,0,2,2,1,1,2,0,0,2,0,0,2,1,1,0,1,0,1,1,0,0,0,1,0,0,1,2
Elroy Velma,195,LPN,Pediatric,1,1,2,1,1,2,1,0,0,2,2,1,1,1,0,0,0,0,0,1,2,2,2,1,2,2,0,1,2,2,0,2,1,2,0,0,1,2,1,1,0,1
Vito Paris,196,LPN,Family,0,0,1,1,2,2,1,1,1,2,1,2,1,0,1,0,2,0,0,0,2,0,0,0,1,0,1,0,2,2,0,0,0,0,1,0,2,0,1,0,0,0
Stephen Yolanda,197,NA,Midwife,0,0,1,1,0,0,1,1,2,1,2,0,1,2,1,1,2,0,0,0,1,1,2,2,1,1,1,0,0,2,0,1,0,1,0,0,0,0,2,2,0,2
Marisela Jaron,198,LPN,Surgery,0,0,1,1,0,2,1,2,0,1,2,2,1,0,1,1,2,2,2,0,2,0,1,0,2,2,0,0,2,2,2,0,2,1,0,0,0,0,0,2,1,1
Marcos Herman,199,LPN,Family,2,0,2,2,1,0,2,2,2,2,0,0,2,2,1,2,0,2,1,0,2,1,2,0,0,1,1,1,2,2,0,2,2,2,1,2,0,2,2,1,1,1
Tara Albert,200,NA,Family,1,0,2,0,0,1,2,1,2,2,0,2,1,2,1,1,1,2,2,1,2,2,1,1,2,0,2,1,2,1,2,2,2,0,2,1,0,2,1,0,2,0
Betsy Noe,201,RN,Oncology,2,2,1,0,1,1,2,1,2,1,2,0,2,0,1,0,1,0,0,1,1,1,1,1,2,0,2,0,2,2,0,0,2,0,1,1,0,0,2,2,1,2
Kristie Paul,202,RN,Labor,2,2,0,1,1,0,0,1,1,2,1,2,0,2,0,2,0,0,0,1,1,1,2,0,0,2,1,2,1,0,1,2,0,0,1,2,0,1,2,1,1,1
Arlington Isa,203,RN,Mental Health,0,1,2,2,2,1,1,0,2,1,0,2,1,1,0,2,0,0,0,1,2,0,1,1,1,2,1,2,0,2,0,2,2,0,1,2,1,2,0,0,2,1
Dona Lina,204,RN,Family,1,2,1,2,2,2,1,2,0,1,0,2,1,1,2,1,1,1,0,2,0,0,2,0,0,1,0,2,1,1,1,2,2,1,0,2,1,1,0,0,0,2
Brianne Elsie,205,NA,Critical Care,0,1,2,2,0,2,0,1,0,2,0,1,1,1,1,1,1,2,0,0,2,1,2,0,1,0,1,2,2,2,1,1,0,2,2,1,0,0,1,2,1,2
Kitty Kara,206,NA,Critical Care,0,0,1,0,2,0,2,2,0,1,2,2,2,1,1,0,0,0,1,1,2,2,2,2,1,0,2,2,2,1,0,1,2,0,2,2,2,2,0,0,0,0
Marlena Jami,207,RN,Oncology,2,2,1,2,0,0,1,2,0,0,0,1,0,0,1,0,2,0,1,1,2,2,2,2,1,0,2,2,1,2,1,1,2,2,2,1,0,2,1,1,1,0
Norris Peggy,208,NA,Mental Health,0,2,1,0,1,2,1,0,1,2,1,1,2,2,2,2,0,0,2,0,2,2,0,1,2,2,0,1,0,2,2,1,1,0,0,0,2,1,2,0,0,0
Esmeralda Adella,209,RN,Midwife,1,1,2,0,0,2,2,2,1,1,1,0,1,0,2,0,1,1,1,2,0,1,0,2,0,1,2,2,1,0,2,1,0,1,0,0,2,1,0,0,0,0
Nita Carleton,210,RN,Surgery,1,1,2,1,2,1,1,1,2,2,1,2,2,0,2,1,0,1,0,2,2,1,1,1,0,2,1,1,1,2,0,1,1,2,0,0,0,0,1,2,1,1
Darion Deanne,211,LPN,Labor,1,0,1,1,2,1,0,1,0,0,2,2,2,1,1,2,0,1,2,2,1,1,1,1,1,2,2,2,2,1,1,0,2,0,0,2,1,1,2,1,2,2
Hildegard Alissa,212,RN,Midwife,0,0,0,0,0,1,0,2,0,2,0,1,2,0,0,2,1,1,1,0,1,2,1,1,1,1,0,0,1,1,2,0,1,1,0,0,1,2,2,1,2,0
Claude Wilmer,213,NA,Surgery,1,1,2,1,0,2,1,0,0,0,0,2,1,1,2,2,1,2,2,1,1,1,1,1,0,1,1,1,0,0,0,1,0,1,2,2,2,0,2,2,0,1
Jayda Aubrey,214,NA,Mental Health,1,0,2,2,0,0,0,0,1,1,2,0,0,0,0,0,2,2,1,2,1,2,0,0,0,0,0,2,0,1,1,2,2,0,2,1,2,1,1,1,2,0
Evelyn Jackson,215,RN,Midwife,1,1,2,1,1,1,1,1,2,2,0,2,2,0,1,1,2,2,0,0,0,2,2,0,1,0,1,0,2,1,2,0,1,0,2,2,2,2,0,2,2,2
Domonique Graham,216,NA,Surgery,1,1,1,0,1,2,2,0,1,0,0,2,2,2,2,1,1,0,2,2,1,2,1,0,2,2,1,0,0,1,2,0,0,0,1,0,0,0,1,1,2,0
Morgan Frances,217,LPN,Labor,1,0,1,0,0,0,1,0,2,0,2,1,1,0,2,2,1,2,2,1,2,2,0,1,0,1,2,2,0,1,1,0,1,2,2,1,0,1,2,1,1,0
Candy Jaquan,218,NA,Family,2,2,2,1,1,1,1,0,2,1,2,2,0,2,0,1,2,1,1,1,1,2,0,2,2,0,2,1,0,0,1,1,1,2,0,1,2,1,2,1,0,1
Corliss Elna,219,RN,Critical Care,2,1,2,0,2,1,1,2,0,1,0,0,0,2,0,1,1,2,0,0,0,2,1,0,1,2,2,1,2,0,1,2,0,1,2,2,2,1,2,2,1,0
Creola Garry,220,RN,Critical Care,1,1,0,0,0,0,2,0,1,1,0,0,0,0,1,1,1,1,1,2,0,1,0,0,0,0,2,2,0,2,1,1,1,0,1,2,1,2,0,0,1,0
Jack Harmon,221,LPN,Forensic,0,0,1,0,1,1,2,1,2,0,1,0,1,1,0,1,1,1,2,1,0,2,2,2,2,1,1,1,0,1,0,1,1,0,2,2,1,0,1,2,1,0
Josefina Randolph,222,RN,Forensic,1,0,1,0,1,2,2,1,0,2,1,2,2,0,2,1,0,1,0,0,2,2,1,0,0,1,2,1,1,1,1,2,2,0,1,1,2,0,1,2,0,1
Garret Raoul,223,RN,Mental Health,1,0,0,1,0,1,1,2,0,1,0,1,2,0,1,1,1,2,1,1,2,2,2,0,1,0,2,0,0,0,0,2,1,2,0,0,1,1,2,1,0,0
Douglas Robyn,224,NA,Oncology,0,0,1,2,2,2,1,2,2,2,2,2,0,2,0,2,1,0,0,1,2,1,0,2,0,0,2,0,2,0,1,0,2,2,2,1,0,1,0,0,0,0
Gaynell Flora,225,LPN,Pediatric,1,0,1,1,2,1,1,2,1,1,1,1,2,1,1,0,0,1,0,0,0,1,1,1,2,2,1,1,2,1,0,2,1,0,1,0,2,2,0,0,1,0
Trudy Arther,226,RN,Oncology,2,0,2,2,1,2,1,0,2,2,2,2,0,2,2,0,2,1,1,1,2,0,1,0,1,1,1,1,2,1,1,0,1,2,1,1,0,0,0,2,0,1
Charmaine Nelle,227,NA,Forensic,1,2,0,1,2,1,2,1,2,0,0,1,2,0,0,2,0,0,1,0,0,1,2,0,2,0,2,2,2,1,0,2,2,1,2,2,2,0,2,1,1,0
Saul Gwendolyn,228,LPN,Pediatric,1,0,1,1,1,1,2,1,0,0,2,2,1,0,0,2,0,0,1,0,0,0,1,0,2,2,2,0,2,0,0,2,2,0,2,1,2,2,1,0,2,1
Manley Davis,229,LPN,Surgery,0,2,0,1,2,2,0,0,1,0,2,2,2,0,2,2,0,0,1,0,1,1,2,2,2,1,1,2,0,2,2,1,1,2,2,0,2,2,0,2,0,1
Smith Lovie,230,NA,Surgery,2,1,0,0,1,0,1,0,1,2,1,2,1,0,0,2,1,1,1,1,0,0,2,2,1,1,0,2,1,0,2,1,2,0,0,0,1,1,1,2,0,1
Elida Nancy,231,LPN,Forensic,1,2,1,0,1,1,1,2,0,2,0,2,2,1,2,1,0,1,1,1,1,1,2,1,1,0,1,0,0,2,1,0,2,2,2,0,0,0,2,2,0,2
Lura Ashton,232,LPN,Oncology,0,1,0,1,1,0,0,1,2,0,1,0,0,2,0,2,2,2,1,0,2,1,1,2,1,1,0,1,0,1,1,2,1,1,0,0,0,1,0,1,1,1
Hoyt Dorothy,233,LPN,Forensic,0,0,1,0,0,2,2,1,2,1,2,1,1,0,1,1,1,0,1,1,1,2,1,0,0,0,1,1,2,0,1,1,2,0,1,0,0,1,0,2,1,1
Angeline Nathan,234,LPN,Critical Care,2,0,1,2,2,0,2,1,1,1,0,0,2,2,2,2,0,0,2,1,0,1,2,0,1,2,0,0,1,0,1,0,2,2,1,0,2,2,1,2,0,1
Denice Donna,235,LPN,Labor,2,1,0,0,0,1,2,1,1,0,1,1,2,2,0,2,0,1,1,2,0,0,0,2,1,0,2,0,0,0,2,1,1,1,1,2,2,1,2,0,2,2
Johnna Ivy,236,NA,Critical Care,2,2,2,1,1,0,0,0,0,2,1,0,0,2,0,0,0,2,0,1,2,0,0,0,1,1,2,0,0,2,2,2,1,1,0,0,0,1,0,0,1,2
Grady Kurt,237,RN,Labor,1,0,1,2,0,1,0,0,2,1,2,2,1,2,1,1,1,0,0,2,1,1,1,0,1,2,2,1,0,2,1,2,1,2,0,1,0,2,2,0,1,0
Charlotte Doreen,238,LPN,Mental Health,1,1,2,0,1,2,2,2,0,1,1,1,0,2,2,0,2,0,1,1,2,1,1,0,1,2,0,0,2,0,0,1,0,0,2,1,2,1,1,2,2,0
Roscoe Alda,239,NA,Midwife,2,0,0,1,0,1,1,2,1,1,0,0,2,0,2,0,0,2,0,2,0,0,0,2,0,0,0,2,1,0,0,2,1,0,2,0,2,2,0,0,2,0
Waldo Francine,240,NA,Family,2,0,2,2,0,0,0,2,0,2,2,2,2,2,1,2,2,1,2,1,1,1,0,1,2,0,2,0,0,0,1,0,1,0,2,0,0,2,2,2,0,2
Mikaela Lessie,241,NA,Oncology,2,2,0,0,0,1,1,2,1,0,0,1,2,1,2,0,0,0,2,2,0,1,1,2,1,1,2,1,0,1,0,2,0,0,0,0,2,2,1,1,0,2
Margaret Sharon,242,NA,Oncology,2,1,0,1,1,0,0,2,1,0,0,1,1,2,2,0,0,0,0,2,0,2,1,1,2,1,1,1,1,2,0,2,1,0,0,2,2,1,0,2,0,2
Francis Lucien,243,NA,Family,1,2,2,1,2,0,1,2,2,0,2,2,2,0,2,0,1,0,0,1,0,2,1,0,2,2,1,2,2,1,0,1,1,1,0,1,0,2,0,0,1,1
Davonte Kristofer,244,LPN,Family,2,2,1,0,1,2,0,1,0,1,2,2,2,0,2,1,0,2,0,0,0,2,0,0,2,2,2,0,0,2,0,1,2,0,0,1,0,1,1,0,2,0
Roderick Trent,245,RN,Labor,0,2,0,0,1,2,0,0,2,2,2,2,1,0,2,1,2,0,0,2,2,2,2,0,1,2,1,0,1,1,2,1,1,0,0,1,1,1,2,2,2,2
Kyree Aimee,246,NA,Oncology,2,1,0,0,2,2,1,1,1,1,0,2,1,1,0,2,2,1,0,1,0,2,2,0,0,2,1,0,2,2,0,2,1,1,1,2,0,0,1,1,0,1
Wanda Alfredo,247,LPN,Critical Care,2,0,0,2,2,0,2,1,1,0,2,2,0,0,2,2,0,2,2,0,1,0,2,2,2,0,1,0,0,0,0,1,0,2,1,1,0,1,1,0,2,0
Lucy Roseanne,248,LPN,Family,2,0,2,0,2,1,0,1,1,2,0,0,2,2,1,0,2,0,1,2,0,2,0,1,0,0,0,2,0,0,0,2,2,2,2,1,0,0,1,0,1,2
Beatriz Jamie,249,NA,Mental Health,0,0,1,0,0,0,2,1,0,2,2,2,2,2,0,2,2,0,2,2,2,1,0,2,2,1,1,2,2,1,1,2,2,1,0,2,1,2,0,2,2,2
Julius Emmett,250,LPN,Labor,1,2,1,0,0,1,1,2,2,0,1,2,1,2,2,2,2,2,2,2,2,2,1,0,1,1,0,1,0,0,1,1,2,0,0,1,1,1,1,0,2,1
Denise Simon,251,LPN,Critical Care,0,2,0,1,2,2,1,1,0,2,1,2,0,1,0,1,1,2,1,1,0,1,1,1,0,1,0,0,2,0,0,0,2,2,1,1,1,2,2,1,0,2
Margaret Aiden,252,NA,Oncology,0,1,2,0,0,2,1,1,1,1,1,0,0,1,1,2,0,1,0,2,1,0,2,0,1,2,1,0,0,1,0,0,0,2,1,2,0,0,2,1,1,2
Talia Roxanne,253,LPN,Family,0,2,0,2,0,2,0,1,1,0,2,0,0,2,2,0,2,1,0,0,2,0,1,2,1,2,2,0,2,1,0,2,2,2,1,2,1,1,0,0,1,2
Magnolia Roosevelt,254,LPN,Labor,0,0,2,0,1,0,2,0,2,1,0,0,0,2,1,1,0,0,0,2,0,2,0,2,1,2,2,2,0,0,2,1,0,0,0,2,2,1,0,2,2,1
Terence Quincy,255,NA,Pediatric,0,1,2,1,1,0,0,2,2,2,2,0,1,0,0,0,0,2,1,2,1,1,2,1,1,2,0,2,0,0,2,2,1,0,0,1,2,0,0,1,1,0
Gilbert Orion,256,NA,Midwife,0,2,0,2,1,2,0,0,0,0,2,0,0,1,0,0,2,2,1,0,1,0,1,2,2,1,1,0,2,0,0,2,2,1,0,2,0,2,0,2,2,2
Tina Francine,257,RN,Midwife,2,1,1,2,2,1,2,2,0,0,0,1,2,2,0,2,0,0,0,1,2,0,1,2,2,2,2,0,2,1,2,2,0,1,2,2,2,2,0,1,1,0
Brandie Duke,258,LPN,Mental Health,0,2,2,0,1,1,2,0,0,0,0,2,2,1,1,0,1,0,2,2,2,2,1,2,0,1,2,2,0,1,1,1,2,0,1,2,0,0,2,2,1,2
Robbie Riley,259,RN,Family,2,2,2,2,0,1,0,2,2,2,1,1,0,0,2,2,2,2,0,2,2,2,1,0,2,0,2,1,2,2,0,0,0,0,1,2,0,1,1,1,2,2
Irving Faith,260,NA,Midwife,1,0,2,2,2,2,0,1,0,0,0,0,2,2,1,2,2,0,0,0,1,0,1,0,0,0,0,0,1,0,2,0,2,1,0,1,0,1,1,1,0,1
Armand Julianne,261,RN,Surgery,1,2,1,2,2,0,1,0,2,1,1,0,1,2,1,0,1,0,2,1,0,2,1,0,0,2,1,1,0,0,0,2,0,1,1,1,0,0,0,0,0,1
Malcolm Ginger,262,LPN,Pediatric,2,2,1,2,1,1,0,2,1,2,1,1,1,2,2,1,0,1,1,1,0,1,1,2,0,2,1,2,0,0,1,2,2,1,2,1,1,2,1,2,1,0
Karon Stevan,263,LPN,Critical Care,1,2,0,1,1,0,1,1,1,0,0,0,2,2,1,0,2,1,0,2,2,1,2,0,2,1,2,2,1,0,1,2,1,0,1,1,2,2,2,2,2,2
Leslie Beatrice,264,RN,Forensic,2,0,2,1,1,2,0,1,2,2,0,2,1,2,0,0,1,2,1,2,0,0,0,2,0,0,1,1,2,0,0,2,2,2,1,0,1,0,2,0,0,0
Brady Morris,265,RN,Mental Health,2,1,2,2,2,1,0,1,0,2,0,1,1,1,0,1,2,1,2,2,0,0,2,2,1,1,0,2,1,2,0,1,2,0,1,1,0,2,0,1,1,1
Heather Margy,266,RN,Critical Care,1,2,0,0,2,0,2,1,2,0,0,0,1,0,0,2,1,2,1,2,0,0,2,2,0,1,2,0,1,2,0,1,0,0,0,0,2,1,2,0,1,0
Phil Bertie,267,RN,Family,0,0,1,0,0,1,0,1,0,0,2,2,2,0,1,1,1,0,1,0,0,0,2,0,0,1,0,2,0,1,2,1,1,0,1,0,1,0,2,2,0,2
