Full Name,Nurse Number,Nurse Type,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42
Keisha Alfonso,141,RN,0,2,0,0,2,0,1,2,2,1,0,0,0,1,2,0,2,0,0,2,0,0,0,1,1,2,1,2,1,0,1,0,1,1,2,1,1,1,2,0,0,1
Santos Clinton,142,NA,0,0,0,0,0,0,2,2,1,1,0,0,1,0,2,2,0,1,1,2,1,1,1,1,0,0,2,0,0,0,1,2,2,2,1,0,2,1,1,2,0,2
Julia Pablo,143,LPN,2,1,1,1,0,2,0,2,0,0,2,0,1,2,0,0,0,2,0,2,0,1,2,1,0,0,2,2,1,0,1,2,2,0,2,1,0,2,0,2,1,1
Mona Melissa,144,NA,1,0,1,0,2,2,0,0,1,2,2,1,1,1,1,1,1,2,1,1,1,2,1,0,1,2,1,0,0,2,0,2,1,0,1,2,2,1,2,0,0,1
Melanie Stuart,145,NA,2,0,0,0,0,2,0,1,0,2,1,2,0,1,2,2,1,0,1,0,1,2,2,1,0,0,1,2,1,1,0,0,1,0,2,2,0,2,0,1,0,2
Ciara Dean,146,NA,2,0,0,2,1,2,0,0,0,2,1,0,2,2,0,0,1,0,1,2,2,0,2,2,1,1,0,1,2,1,0,2,0,2,2,1,0,0,1,2,2,1
Clara Odell,147,LPN,2,0,2,1,2,1,1,0,0,0,0,2,1,1,1,0,2,1,2,1,0,0,2,2,0,2,0,0,2,2,2,2,0,1,1,0,1,1,1,2,2,0
Josie Lola,148,LPN,2,2,2,2,1,0,1,1,2,2,2,2,0,2,2,0,0,2,2,1,1,0,2,2,1,2,2,0,0,2,2,0,2,0,2,2,0,2,1,2,1,1
Irene Lue,149,LPN,0,0,1,2,0,1,1,2,2,1,0,2,0,1,1,0,2,2,1,0,2,1,1,0,2,1,2,1,1,2,1,1,0,2,2,0,0,0,0,0,0,2
Nola Elena,150,RN,1,0,0,2,2,1,1,1,0,0,1,0,0,1,0,2,2,0,0,2,1,1,1,1,2,2,1,2,2,2,2,2,2,2,0,1,2,2,1,1,0,1
Mildred Ruby,151,LPN,0,2,2,0,2,2,0,2,2,0,1,0,2,2,1,1,0,1,2,2,0,2,0,1,2,2,1,1,0,0,0,0,2,2,1,2,1,2,1,2,0,1
Zachery Willa,152,RN,0,0,0,0,1,0,2,1,0,2,2,1,1,2,2,1,1,2,0,2,0,1,2,0,1,1,0,1,0,2,0,2,2,2,2,1,2,2,1,0,2,2
Jerod Roslyn,153,NA,1,0,2,2,1,2,2,0,1,0,2,0,1,0,0,1,0,2,2,2,1,1,2,2,0,2,0,2,1,2,2,2,2,1,0,1,1,0,0,0,1,2
Johnny Dorsey,154,NA,1,1,2,0,1,0,1,1,0,0,1,1,2,0,1,0,2,0,2,0,0,1,0,2,2,1,0,1,2,1,1,1,2,0,0,2,0,0,2,1,2,1
Alan Ezekiel,155,LPN,0,0,0,2,2,0,0,0,1,1,2,2,1,2,0,2,2,2,1,1,1,0,0,0,0,1,2,1,0,0,0,1,0,0,0,0,1,2,2,2,0,0
Herman Aurelia,156,NA,2,2,2,0,0,2,2,0,1,1,1,2,0,0,1,2,1,2,0,2,0,2,0,0,1,0,0,1,2,2,1,2,1,1,1,1,2,1,2,0,2,2
Matias Sheldon,157,LPN,2,0,0,2,0,1,1,0,2,0,0,0,2,0,2,2,2,2,2,2,1,2,1,1,0,2,0,0,2,2,2,0,1,2,0,1,2,0,0,2,0,2
Diana Arlene,158,NA,1,2,1,1,1,2,1,0,1,1,1,0,1,1,2,2,0,0,2,2,2,0,1,1,1,2,2,2,2,1,1,2,0,1,1,2,0,0,2,0,0,2
Syble Deana,159,LPN,2,2,2,0,0,0,0,1,0,1,1,1,0,1,2,1,1,0,1,0,0,0,2,0,1,0,0,2,0,1,0,2,2,0,0,1,2,2,1,0,1,2
Bettie Casimer,160,RN,0,2,1,1,0,1,2,1,0,2,1,0,0,0,2,1,2,1,0,0,1,1,2,0,2,2,2,0,2,0,1,1,0,2,2,2,1,0,2,1,1,0
Nettie Carter,161,NA,1,2,0,0,2,2,2,0,2,2,0,0,1,1,2,2,1,0,1,2,0,2,2,1,1,1,2,1,2,1,0,2,2,2,1,2,0,0,1,0,1,1
Artie Ethelyn,162,RN,0,1,0,2,0,2,0,1,2,0,1,0,1,2,1,0,0,1,0,1,2,1,2,1,2,1,1,1,1,0,2,0,0,0,0,2,0,2,2,2,2,2
Lyla Curley,163,RN,1,2,2,1,0,2,1,0,2,0,2,1,1,0,2,1,1,1,2,1,1,2,2,2,2,1,2,1,0,1,2,2,0,0,2,2,1,1,0,1,0,2
Jovanny Kirt,164,LPN,0,2,0,2,0,1,0,0,0,0,0,1,2,2,2,2,1,2,0,1,1,1,1,0,2,2,1,0,2,2,0,1,2,2,0,1,0,1,2,1,0,1
Virgil Mallory,165,LPN,0,1,2,2,1,0,2,0,0,0,0,0,1,0,0,0,0,1,2,0,2,2,2,0,0,0,2,1,0,1,1,2,1,2,2,2,2,2,1,1,0,0
Ardith Denny,166,NA,1,2,2,2,1,1,0,0,2,2,0,1,1,0,2,1,0,1,0,2,0,1,1,0,2,1,0,1,1,1,2,2,2,1,2,1,1,1,0,0,2,2
Nova Darleen,167,LPN,0,0,0,0,1,2,1,2,0,2,0,0,2,1,1,1,1,1,0,1,2,1,0,0,2,1,2,0,0,0,1,2,0,0,2,1,0,0,0,1,1,0
Marybeth Zita,168,RN,1,0,0,2,2,0,1,2,2,1,1,1,0,2,2,0,2,0,0,2,2,0,2,2,1,1,0,1,0,0,1,1,2,1,1,0,0,2,0,0,2,2
Sammie Rochelle,169,RN,0,1,1,2,1,1,2,0,0,0,1,0,2,0,2,1,1,0,1,0,0,1,1,0,0,1,1,2,2,0,0,1,1,1,1,1,0,0,1,2,0,2
Deirdre Abraham,170,NA,0,0,2,0,2,1,0,1,0,2,0,2,0,2,2,2,2,0,2,2,0,0,2,0,1,2,0,0,2,1,1,1,2,0,1,1,1,2,2,0,0,2
Barney Eugene,171,RN,1,2,2,1,0,0,2,0,0,0,2,2,0,0,2,2,0,1,1,2,2,0,0,2,0,1,1,2,2,2,0,2,0,1,0,0,1,2,0,1,2,1
Claude Duwayne,172,NA,0,0,1,2,2,2,1,1,2,0,1,0,0,2,2,1,1,2,1,1,0,2,0,0,2,1,1,2,1,2,1,2,1,0,0,2,2,0,0,2,2,1
Connie Rosalind,173,NA,1,1,1,0,0,1,2,1,2,2,1,0,1,0,2,2,0,1,2,1,2,0,1,0,0,1,0,1,2,0,1,1,1,1,2,0,2,1,1,0,0,2
Jonnie Orin,174,RN,1,2,0,1,2,0,1,1,0,0,2,0,0,0,0,2,0,2,1,0,2,2,1,2,1,0,1,0,0,0,2,0,0,2,2,2,2,0,1,1,1,0
Carleton Delois,175,RN,0,2,0,1,1,0,1,0,2,1,2,0,2,2,2,0,2,0,2,1,2,2,1,0,1,0,2,0,1,1,2,2,2,1,0,0,0,1,0,1,1,2
Shaun Annetta,176,RN,0,2,2,2,0,2,0,1,0,1,2,0,2,0,0,2,1,0,0,0,1,2,0,1,0,2,0,2,2,2,1,2,0,0,0,1,2,2,0,2,1,0
Judd Phoebe,177,RN,0,2,0,2,0,0,1,0,1,0,2,2,1,1,0,2,1,0,0,2,2,1,1,1,1,0,0,2,2,1,0,0,2,0,0,2,2,1,2,2,1,2
Jeffery Gil,178,NA,2,2,0,2,1,0,2,1,2,1,0,2,0,0,0,2,0,0,2,2,0,2,0,1,1,1,1,0,0,1,0,2,2,2,0,2,2,1,2,1,2,2
Judi Lashawn,179,RN,1,2,1,2,2,1,2,2,0,2,1,1,2,1,1,1,1,1,1,1,2,1,0,0,0,0,1,1,2,2,2,1,2,1,0,0,1,1,0,2,2,0
Trey Corinne,180,NA,1,1,2,1,0,0,1,2,2,1,0,2,1,1,1,2,1,1,0,2,1,2,2,2,0,2,1,2,0,1,2,0,1,0,2,0,2,1,0,0,2,2
Santiago Dora,181,RN,0,2,0,0,2,2,2,0,2,1,1,0,2,0,2,1,2,1,1,0,2,1,2,1,1,1,1,0,1,1,0,1,0,2,0,0,2,0,2,0,0,0
Joycelyn James,182,LPN,2,2,2,1,1,1,2,1,0,2,0,2,1,0,1,0,0,1,2,2,2,1,2,2,2,0,1,2,0,0,1,2,2,0,0,2,1,0,0,1,2,0
Michael Lavada,183,LPN,1,0,1,0,1,1,2,2,1,2,0,2,1,0,0,0,2,0,0,0,2,0,0,2,1,2,1,2,1,0,0,0,2,1,0,0,1,1,0,2,0,2
Hester Rush,184,LPN,1,0,2,1,2,1,0,1,1,2,2,1,0,0,0,2,0,0,0,1,2,1,0,1,1,1,1,1,0,0,2,2,0,1,2,0,2,0,2,1,1,0
Flora Bernetta,185,NA,1,2,0,0,1,2,2,2,0,1,2,0,2,1,2,1,0,0,2,0,2,0,0,1,2,0,1,1,0,1,2,2,1,0,1,1,1,0,0,1,0,1
Iris Mozell,186,RN,2,0,1,1,1,0,2,1,1,2,1,2,0,0,2,2,0,0,1,1,0,1,0,2,0,0,0,2,2,2,2,0,0,2,0,2,1,2,1,2,1,2
Hugo Wallace,187,RN,1,0,2,2,1,2,2,1,2,2,0,1,1,2,2,0,2,2,2,1,0,0,2,2,2,1,2,0,1,0,1,0,0,2,1,1,2,2,2,2,0,0
Shannon Philip,188,RN,0,0,2,0,2,0,2,0,2,1,0,0,1,2,0,2,0,0,0,1,2,0,1,0,2,2,1,1,2,2,1,2,1,1,1,2,1,2,1,2,0,1
Ana Lessie,189,NA,2,2,1,2,0,1,1,0,0,1,0,1,2,0,0,1,2,1,1,0,1,0,1,1,1,0,0,2,2,0,0,0,1,2,2,0,1,0,0,1,0,1
Madge Faron,190,LPN,1,0,1,0,1,1,1,2,0,1,1,2,0,1,0,0,1,1,1,2,0,1,1,0,2,2,0,1,2,0,2,0,1,0,2,2,1,0,2,1,1,0
Cameron Curtiss,191,RN,0,0,0,1,1,0,2,0,2,1,0,2,0,1,0,2,0,0,2,1,2,1,2,2,0,1,2,0,1,1,2,1,0,2,2,1,0,0,0,1,0,2
Wilma Karl,192,RN,1,2,1,1,0,1,0,0,2,2,1,2,0,2,2,2,1,2,1,0,0,1,1,0,0,2,2,2,1,1,0,0,1,2,0,0,0,1,2,2,0,2
Jamison Shelton,193,RN,0,2,2,2,0,2,0,0,0,1,2,1,1,1,1,0,0,2,2,2,1,1,2,2,0,2,2,1,0,1,2,1,0,2,2,0,0,0,0,2,0,2
Lily Antonio,194,RN,2,1,1,2,1,2,2,2,2,2,2,0,0,2,0,0,0,0,1,2,1,0,2,0,0,0,0,1,0,0,2,0,2,1,0,0,0,0,1,2,1,1
Tyrek Jakob,195,NA,0,0,1,0,2,1,2,1,0,0,2,0,2,1,0,2,2,0,0,2,1,1,0,1,1,0,2,0,1,1,0,0,0,0,2,2,0,2,1,0,2,0
Manda Early,196,RN,0,0,1,2,1,1,2,2,2,1,2,0,0,1,0,0,1,2,1,0,2,2,0,1,2,2,1,0,1,0,2,1,2,2,2,2,1,2,2,0,0,0
Kenya August,197,LPN,1,1,1,2,1,1,0,0,2,1,0,0,1,0,1,1,0,2,0,2,1,1,2,0,1,2,0,1,0,2,0,1,2,1,0,1,1,0,1,0,0,2
Emerson Randi,198,NA,0,0,2,0,1,2,0,0,0,2,1,2,0,1,2,1,2,0,0,0,0,2,1,0,1,1,0,2,1,0,0,2,1,2,0,2,0,1,2,2,1,1
Joy Melvin,199,NA,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,2,0,0,1,1,1,0,1,1,0,1,0,2,2,1,0,0,0,0,1,2,1,1,1,0,2,2
Rhea Aurora,200,LPN,0,2,1,2,2,2,1,1,0,2,0,1,0,1,0,1,1,2,1,0,2,2,2,1,0,2,2,0,2,1,2,0,0,0,1,0,0,0,0,0,1,0
Ocie Minor,201,RN,2,1,0,2,1,1,1,1,2,1,0,1,1,0,2,0,2,0,0,1,1,1,0,0,0,2,1,1,2,1,1,1,1,0,0,2,1,1,2,0,1,0
Elliot Kristofer,202,LPN,2,1,2,2,0,1,2,1,2,2,2,2,2,2,1,1,0,2,1,0,1,2,0,0,0,1,2,0,2,0,2,1,1,2,0,2,1,0,0,2,0,2
Icy Marybeth,203,NA,0,0,0,0,2,0,0,1,2,2,1,2,0,0,0,1,2,0,1,0,0,2,2,1,0,2,0,1,0,1,1,1,1,2,1,1,2,1,0,1,2,2
Kenneth Bobbie,204,RN,0,1,0,0,2,0,0,0,2,1,0,1,0,1,1,1,1,0,2,0,1,1,0,2,1,0,2,0,1,1,1,0,2,0,2,2,2,0,1,0,1,0
Curt Lindsay,205,RN,2,2,1,2,1,2,1,1,0,0,1,2,2,0,1,2,0,0,0,2,1,0,0,0,1,2,0,2,2,2,1,2,1,2,1,0,1,2,1,2,0,2
Nolan Cooper,206,NA,1,1,1,2,2,2,1,0,1,0,1,1,2,2,2,2,0,0,1,2,2,1,0,2,2,1,1,0,0,1,1,0,2,1,2,0,1,1,2,1,0,0
Hector Jack,207,NA,0,1,1,2,0,2,2,2,1,2,1,1,1,1,0,2,1,0,0,0,1,2,0,1,1,0,1,0,1,2,0,1,1,0,0,2,2,2,2,1,0,0
Buddie Hans,208,NA,0,0,1,0,1,0,1,0,1,0,0,1,2,2,1,2,2,2,2,0,0,0,1,0,2,1,2,1,0,1,2,0,0,1,1,2,0,2,1,0,1,1
Roy Alonzo,209,NA,1,0,2,0,0,0,1,0,2,0,0,2,1,2,1,2,0,0,1,0,0,2,1,2,2,2,1,2,0,2,2,2,1,0,1,1,1,2,0,0,2,2
Jossie Horacio,210,RN,1,2,2,2,1,1,2,2,1,0,2,2,0,1,0,1,1,0,0,0,0,0,2,0,1,0,1,1,0,0,1,2,1,2,1,1,1,1,0,2,2,2
Ardis Olan,211,RN,1,0,2,2,1,1,2,0,1,0,0,1,0,2,1,1,0,2,0,2,1,0,1,1,0,0,0,1,1,2,1,0,1,2,1,0,2,0,2,1,1,1
Jonathan Von,212,LPN,0,0,2,1,1,2,0,0,0,2,1,1,1,2,2,0,1,2,0,0,1,0,2,0,1,2,1,2,0,1,2,2,2,1,1,0,0,0,0,2,1,1
Sabrina Jacquelyn,213,NA,2,2,1,2,1,0,2,1,0,2,1,1,2,0,0,1,1,1,1,0,1,1,1,1,0,0,2,1,0,1,2,2,2,2,2,2,1,1,2,1,2,1
Classie Ivan,214,RN,0,0,2,1,0,1,0,2,1,0,0,2,2,1,2,0,0,2,1,0,1,2,2,2,1,1,2,2,0,2,1,1,1,0,0,0,1,0,0,2,2,1
Reid Georgie,215,LPN,2,2,0,1,2,0,1,1,2,0,1,1,2,0,1,2,1,1,0,2,1,1,2,0,2,0,2,1,1,0,0,0,1,1,2,1,2,2,2,1,0,1
Clay Karen,216,LPN,1,2,2,2,1,0,2,2,2,2,1,2,1,2,2,0,0,0,2,0,1,2,0,2,1,0,2,0,1,0,2,0,1,2,0,1,2,2,0,1,1,1
Cleveland Charles,217,LPN,0,1,1,0,2,1,1,0,2,2,1,1,2,0,0,2,0,1,1,2,2,0,2,2,0,2,1,1,0,1,2,0,2,1,1,0,0,1,1,0,0,1
Ivory Jeannette,218,RN,1,2,2,0,1,1,2,1,1,2,0,0,1,2,0,1,1,1,1,0,2,0,2,1,0,2,0,0,0,0,0,1,1,0,0,1,1,2,2,0,1,2
Marian Kitty,219,RN,1,2,1,1,2,0,2,0,2,0,1,2,2,0,1,0,0,1,0,2,2,0,2,2,2,0,0,1,1,0,1,2,1,1,1,1,2,1,0,1,0,0
Trevon George,220,NA,0,2,2,1,2,1,2,1,1,2,1,0,1,1,1,0,0,0,1,1,0,2,1,0,1,0,2,1,0,2,0,0,1,2,0,2,2,0,2,2,0,0
Eve Molly,221,NA,1,2,0,2,0,0,2,0,0,2,0,2,1,0,0,1,1,0,0,1,1,1,2,1,2,1,0,1,1,0,2,2,2,2,2,1,0,2,1,2,0,2
Alex Emilio,222,RN,0,1,2,1,0,1,1,0,0,0,2,2,1,2,1,1,2,1,0,1,0,1,0,1,1,1,2,1,0,1,1,2,1,2,0,2,0,2,1,1,1,2
Pattie Brady,223,RN,1,2,0,2,0,0,0,2,2,2,2,2,2,1,1,0,2,1,0,1,1,2,2,0,2,1,2,0,2,1,1,0,0,0,1,2,0,0,1,1,2,2
Mark Queenie,224,LPN,1,0,2,2,1,1,2,1,1,0,2,2,2,1,0,0,2,2,2,2,0,2,2,1,2,1,0,1,1,0,0,2,0,2,0,1,2,1,0,0,1,0
Faustino Kailey,225,RN,1,1,2,0,2,2,0,2,1,0,1,2,1,1,1,2,0,0,0,1,0,1,0,2,2,1,1,0,0,2,1,1,1,0,2,1,2,2,2,2,1,2
Myrtis Marvel,226,RN,0,0,0,1,2,2,1,1,1,2,1,2,2,2,1,2,2,1,1,0,2,1,1,1,1,2,2,0,1,0,1,1,2,1,2,1,0,1,0,2,0,0
Joyce Lonnie,227,RN,0,2,0,0,2,2,2,2,1,2,1,2,1,1,1,0,1,1,2,1,1,2,2,0,2,1,1,0,2,0,2,0,1,1,1,0,0,0,1,1,1,0
Leota Will,228,RN,1,0,2,2,2,0,2,2,0,1,2,1,1,0,1,0,2,2,2,2,1,0,1,0,2,1,0,2,0,1,0,1,1,2,0,1,0,2,1,2,0,0
Christi Roselyn,229,LPN,2,0,1,0,2,2,0,1,1,0,1,2,1,1,2,2,1,0,0,2,0,1,0,0,2,1,0,0,2,1,1,2,0,1,2,0,1,2,0,2,1,1
Reed Javier,230,RN,2,2,2,2,2,2,2,2,0,1,1,2,0,1,2,0,1,0,2,0,2,0,0,2,0,0,1,1,2,0,1,0,2,1,1,2,2,0,0,2,0,1
Malcom Arminta,231,NA,2,0,1,0,0,1,2,0,2,0,2,1,0,2,1,0,1,1,1,2,1,1,0,1,0,0,0,0,0,0,0,1,2,2,1,0,1,2,1,1,1,1
Dorotha Donald,232,LPN,2,2,2,0,0,0,2,1,0,2,2,2,0,0,0,0,1,2,2,0,1,1,0,2,2,2,2,1,2,1,2,2,0,2,1,2,2,1,2,2,0,2
Lanie Armani,233,RN,2,0,0,1,1,0,1,0,2,1,1,2,1,1,2,0,1,1,0,2,0,2,2,0,1,1,0,2,0,2,0,0,0,0,0,0,2,2,0,2,1,2
Andy Eudora,234,RN,0,0,2,1,1,1,0,2,2,2,2,1,1,0,2,0,0,1,0,2,2,0,1,0,1,0,2,2,2,1,2,0,1,2,2,1,0,2,1,2,2,1
Scot Tammi,235,RN,2,0,1,1,0,2,2,0,1,0,1,2,2,2,2,1,0,2,2,0,0,1,1,2,1,1,2,2,0,2,2,2,2,0,0,2,0,2,2,0,2,1
Tyron Hans,236,LPN,2,2,2,0,0,1,1,1,2,2,1,1,2,0,0,2,0,0,2,0,0,1,0,1,0,0,0,2,2,0,1,2,1,2,1,2,0,1,2,0,1,2
Susan Jeraldine,237,RN,1,1,0,1,2,1,1,0,2,2,1,1,2,1,0,2,0,0,2,1,1,2,1,2,1,1,1,0,2,0,1,2,2,0,2,0,2,1,0,1,0,1
Forest Alan,238,RN,1,1,1,2,1,2,2,2,2,0,2,0,2,2,2,2,2,0,0,2,2,0,2,0,2,0,0,2,0,0,0,0,2,1,2,1,2,1,0,1,2,1
Ericka Monroe,239,LPN,2,2,0,2,2,1,1,1,1,1,0,1,1,0,0,2,2,2,0,2,1,2,1,2,2,0,1,2,0,0,0,0,1,1,1,1,1,2,2,2,2,1
Jewell Steven,240,RN,0,0,0,1,1,1,2,0,2,1,1,0,2,0,0,2,0,0,0,0,0,0,1,2,2,1,0,1,1,2,2,1,1,0,0,0,2,2,2,2,2,1
Zebulon Emil,241,NA,0,1,2,1,1,2,1,1,1,1,2,0,1,2,0,0,0,0,0,0,2,1,2,0,0,0,2,1,1,1,0,2,1,2,1,1,2,0,0,0,1,2
Clint Caleb,242,NA,0,1,2,1,1,0,1,2,1,0,0,1,2,1,2,0,0,2,0,0,0,0,1,0,1,0,2,2,0,1,1,1,1,0,2,0,2,0,1,2,1,0
Archie Rosa,243,NA,2,0,1,1,2,1,2,0,2,0,2,0,0,2,0,1,1,2,1,1,0,2,1,1,0,0,1,1,1,1,0,0,2,2,0,2,2,1,2,2,1,2
Arvilla Elease,244,RN,0,2,0,0,2,0,0,0,1,1,2,1,1,2,0,2,2,2,0,0,0,2,0,2,0,0,2,1,2,1,1,2,1,0,0,0,1,1,2,0,2,0
Allen Earlie,245,NA,2,2,1,2,0,1,0,1,0,2,0,0,2,1,0,1,1,2,1,0,0,2,1,0,1,1,0,2,2,2,0,1,0,2,1,0,2,1,0,0,1,2
Jewell Florine,246,LPN,2,0,2,2,1,0,1,1,2,1,0,1,2,1,1,0,1,1,0,1,0,1,0,2,0,2,1,1,0,2,0,0,2,0,2,1,2,2,1,2,1,1
Luther Megan,247,NA,2,1,0,0,2,0,1,0,1,2,2,2,2,0,2,2,0,1,2,1,0,2,0,1,2,1,0,1,1,0,0,2,1,0,1,1,1,1,1,2,0,0
Benjamin Forrest,248,NA,0,0,2,0,1,0,2,2,2,1,2,0,0,0,2,2,2,0,2,0,1,0,2,1,2,0,1,1,0,2,1,2,2,2,2,0,2,1,0,0,2,1
Rick Juan,249,NA,0,0,2,1,1,0,1,1,1,0,0,1,0,0,0,1,0,2,1,2,2,1,0,1,0,1,0,1,1,1,1,2,0,2,2,2,0,2,1,0,1,0
Claudie Bluford,250,LPN,2,1,0,0,1,2,2,0,0,1,1,2,1,2,0,0,2,0,2,1,0,1,2,0,1,0,0,2,0,1,2,2,0,1,1,0,1,2,1,1,0,0
Wm Norwood,251,NA,1,2,2,1,2,0,2,1,2,2,2,0,0,2,2,1,1,1,1,1,1,0,1,1,1,0,2,2,1,1,0,1,1,0,1,1,0,2,0,1,2,0
Erma Elisa,252,NA,1,1,0,1,2,1,1,2,0,1,0,2,0,0,2,1,2,2,1,1,0,1,1,2,1,0,1,1,1,1,2,1,0,2,0,1,0,2,2,0,1,2
Luetta Horace,253,RN,1,0,2,0,0,2,0,2,0,1,1,1,2,0,1,2,2,0,2,0,2,2,1,1,1,2,0,1,2,0,0,2,1,1,2,2,2,0,2,1,1,0
Mara Kennedi,254,NA,0,2,0,0,2,1,1,2,1,2,1,2,1,0,1,1,1,1,1,0,0,1,0,1,0,1,0,2,1,1,2,1,1,1,2,2,1,2,1,2,0,2
Coby Mayme,255,NA,2,2,2,2,0,1,1,1,2,0,1,0,2,1,1,1,2,0,0,1,0,0,0,2,1,0,2,1,2,0,1,2,2,1,0,0,1,1,0,0,1,1
Octavia Gilbert,256,LPN,0,2,0,2,0,0,0,2,2,0,0,0,2,1,2,0,2,0,1,2,0,1,2,2,1,2,1,0,1,0,1,0,2,2,0,2,1,0,2,0,1,2
Dallas Leslie,257,NA,1,2,2,1,2,0,0,1,1,0,0,1,1,0,0,0,2,2,1,2,2,2,2,1,2,2,1,2,2,0,0,1,0,0,2,1,1,1,0,0,0,2
Lynnette Finn,258,LPN,1,0,2,0,1,2,0,0,0,1,2,1,1,1,1,1,0,2,1,0,2,0,1,0,0,0,0,1,2,0,2,0,2,2,2,1,2,1,1,0,1,0
Britt Ferdinand,259,LPN,0,1,1,2,1,0,1,1,2,1,2,0,0,0,2,1,0,0,0,1,2,1,0,1,1,2,1,0,0,2,1,2,1,0,2,0,2,0,1,2,0,2
Zachary Loren,260,NA,2,1,0,2,2,1,2,0,1,0,1,1,2,2,1,0,2,1,0,0,1,2,0,1,0,1,2,0,1,1,2,2,1,1,1,1,1,0,1,0,2,0
Sidney Allen,261,LPN,2,2,1,0,0,0,2,1,1,0,1,2,2,1,2,2,0,2,0,0,2,0,2,2,2,0,1,1,1,1,2,1,2,2,0,1,1,1,2,0,1,2
Murray Donal,262,NA,2,1,2,1,0,2,0,1,1,0,0,1,0,0,0,2,0,1,1,2,2,0,0,2,2,0,2,0,2,2,1,2,0,1,0,1,0,1,1,2,1,1
Veronica Jackson,263,NA,2,2,2,0,1,2,2,0,1,1,0,2,2,1,2,0,0,1,1,1,0,2,1,1,1,1,2,2,1,1,0,0,2,2,2,2,0,1,0,1,2,1
Lauren Lurline,264,RN,0,1,1,0,0,0,2,0,0,0,0,1,2,0,2,0,1,2,2,0,1,2,2,1,0,1,2,1,1,2,1,2,0,0,0,2,1,2,2,0,1,1
Donald Mitchell,265,NA,2,2,0,1,0,0,0,2,2,0,2,2,1,1,1,2,2,2,0,1,1,0,1,1,1,1,2,0,0,1,0,1,0,1,2,1,1,0,0,0,2,1
Bryson Delta,266,RN,0,0,2,2,2,1,2,0,1,1,2,2,1,2,1,2,1,2,2,0,0,0,1,2,0,2,2,2,2,0,2,1,0,2,0,2,2,2,2,2,2,0
Cesar Hillary,267,NA,0,0,2,1,2,1,0,1,1,0,0,2,0,1,1,1,2,1,0,0,2,0,0,0,1,1,2,0,1,1,0,2,0,0,0,0,0,0,1,1,1,0
Claude Lonie,268,NA,0,0,0,1,0,0,2,0,0,1,0,1,0,1,2,1,2,2,1,1,2,1,0,2,0,1,2,1,0,0,2,2,1,2,1,2,2,2,2,1,1,1
Betsy Berniece,269,RN,1,0,0,2,2,0,0,1,1,0,2,1,0,2,2,2,0,1,0,2,1,0,0,2,2,1,1,0,0,1,2,0,1,0,1,0,2,0,2,0,1,2
Kaiya Stanton,270,LPN,1,1,2,0,0,0,2,1,2,1,1,2,2,2,0,0,0,0,1,0,1,0,0,1,0,0,2,2,0,1,1,2,1,0,2,0,0,1,0,2,1,2
Vaughn Minnie,271,NA,2,1,1,2,1,2,2,0,2,1,1,2,0,1,1,0,2,0,0,0,2,1,0,2,1,0,0,1,1,0,1,2,0,1,1,1,2,2,0,0,2,2
Jessie Lonnie,272,NA,1,0,2,0,2,1,2,0,1,0,2,0,2,0,2,1,1,0,2,0,1,2,0,1,1,0,0,2,2,0,2,2,2,1,2,1,1,2,2,2,1,2
Glover Vito,273,NA,2,1,2,2,0,0,1,1,1,0,2,0,0,2,1,0,1,1,2,1,1,0,0,0,2,2,0,1,2,2,2,1,1,2,1,0,2,2,0,1,1,0
John Garey,274,LPN,0,2,0,0,0,0,1,0,0,1,2,2,0,1,1,2,0,2,2,1,2,0,0,1,0,2,2,2,0,2,1,0,0,0,2,0,0,0,0,2,1,0
Ara Vernie,275,RN,1,1,2,2,0,2,0,1,0,1,2,2,2,2,0,0,0,0,2,1,2,2,1,2,0,2,0,2,2,1,1,2,0,1,0,1,1,2,0,0,2,2
Pete Barton,276,LPN,1,2,0,1,2,0,1,2,1,0,2,2,0,0,2,2,1,1,2,1,1,0,2,1,0,0,0,0,0,1,2,1,2,0,0,0,0,0,2,2,2,1
Devan Arnoldo,277,LPN,1,0,0,0,1,1,0,0,1,0,2,0,2,0,1,0,1,2,2,1,1,0,2,2,0,1,1,1,2,0,2,2,2,0,2,2,1,2,1,2,1,0
Lola Michael,278,LPN,1,2,0,0,0,0,1,2,0,1,2,0,0,0,1,2,1,2,0,2,1,0,0,0,2,0,2,0,0,1,1,1,0,2,2,2,1,0,0,0,2,2
Abel Ophelia,279,NA,2,0,1,2,2,0,2,0,0,1,1,0,1,2,1,0,0,2,0,2,0,1,2,0,2,0,2,2,2,0,1,0,1,0,0,1,0,1,1,2,2,0
Denis Fernando,280,NA,0,2,1,1,2,2,0,1,0,2,2,0,2,0,0,2,2,2,2,1,0,2,2,2,1,2,1,1,1,0,2,2,2,1,2,1,2,0,0,1,2,0
Audie Lucretia,281,NA,1,0,2,1,0,2,2,0,0,0,2,2,2,0,2,1,0,1,0,2,0,2,2,0,1,2,0,1,1,1,1,1,2,0,0,0,1,0,1,1,0,2
Courtney Aja,282,RN,2,2,2,0,2,1,0,1,2,0,2,0,0,1,0,2,0,2,0,0,2,2,2,2,1,0,2,0,0,0,1,1,2,2,1,2,1,1,1,2,0,1
