Full Name,Nurse Number,Nurse Type,Nurse Department,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42
Valerie Ivy,134,RN,Pediatric,2,2,2,1,1,1,1,2,2,2,0,1,2,2,0,1,0,0,0,1,2,0,1,1,1,2,0,1,0,1,2,2,0,2,2,2,1,2,1,0,0,2
Jimmie Randal,135,LPN,Oncology,2,2,0,2,1,2,1,2,1,1,2,2,1,1,1,2,1,2,2,2,1,1,0,0,0,2,1,1,1,0,1,2,2,0,0,1,0,0,0,0,0,2
Gussie Kathi,136,LPN,Oncology,2,1,2,0,0,1,0,0,0,1,2,2,2,1,0,2,1,2,1,2,1,0,0,2,1,1,0,2,2,2,1,1,2,0,0,0,2,0,0,1,2,1
Lulu Wilfred,137,LPN,Oncology,1,2,0,2,2,2,0,2,1,2,0,0,2,2,0,1,1,1,1,1,2,2,2,2,0,0,2,1,1,0,0,0,2,0,1,0,1,1,1,2,1,0
Ann Justine,138,NA,Pediatric,0,1,2,2,1,1,1,0,1,0,1,1,2,2,0,2,1,1,2,2,0,2,1,0,0,0,2,2,0,2,2,0,0,0,2,2,0,2,1,1,2,0
Darron Irma,139,NA,Oncology,0,0,1,0,2,0,0,0,2,0,1,0,0,2,1,2,1,1,1,1,2,0,0,1,2,0,2,1,2,1,0,2,0,2,0,0,2,1,1,2,0,0
James Geoffrey,140,NA,Oncology,2,1,2,0,2,2,0,0,1,1,2,1,1,2,1,2,2,2,1,1,2,2,2,2,2,2,2,0,2,2,0,1,1,1,0,2,1,2,0,0,2,2
Keisha Alfonso,141,RN,Oncology,0,2,0,0,2,0,1,2,2,1,0,0,0,1,2,0,2,0,0,2,0,0,0,1,1,2,1,2,1,0,1,0,1,1,2,1,1,1,2,0,0,1
Santos Clinton,142,NA,Pediatric,0,0,0,0,0,0,2,2,1,1,0,0,1,0,2,2,0,1,1,2,1,1,1,1,0,0,2,0,0,0,1,2,2,2,1,0,2,1,1,2,0,2
Julia Pablo,143,LPN,Surgery,2,1,1,1,0,2,0,2,0,0,2,0,1,2,0,0,0,2,0,2,0,1,2,1,0,0,2,2,1,0,1,2,2,0,2,1,0,2,0,2,1,1
Mona Melissa,144,NA,Oncology,1,0,1,0,2,2,0,0,1,2,2,1,1,1,1,1,1,2,1,1,1,2,1,0,1,2,1,0,0,2,0,2,1,0,1,2,2,1,2,0,0,1
Melanie Stuart,145,NA,Oncology,2,0,0,0,0,2,0,1,0,2,1,2,0,1,2,2,1,0,1,0,1,2,2,1,0,0,1,2,1,1,0,0,1,0,2,2,0,2,0,1,0,2
Ciara Dean,146,NA,Surgery,2,0,0,2,1,2,0,0,0,2,1,0,2,2,0,0,1,0,1,2,2,0,2,2,1,1,0,1,2,1,0,2,0,2,2,1,0,0,1,2,2,1
Clara Odell,147,LPN,Pediatric,2,0,2,1,2,1,1,0,0,0,0,2,1,1,1,0,2,1,2,1,0,0,2,2,0,2,0,0,2,2,2,2,0,1,1,0,1,1,1,2,2,0
Josie Lola,148,LPN,Surgery,2,2,2,2,1,0,1,1,2,2,2,2,0,2,2,0,0,2,2,1,1,0,2,2,1,2,2,0,0,2,2,0,2,0,2,2,0,2,1,2,1,1
Irene Lue,149,LPN,Surgery,0,0,1,2,0,1,1,2,2,1,0,2,0,1,1,0,2,2,1,0,2,1,1,0,2,1,2,1,1,2,1,1,0,2,2,0,0,0,0,0,0,2
Nola Elena,150,RN,Pediatric,1,0,0,2,2,1,1,1,0,0,1,0,0,1,0,2,2,0,0,2,1,1,1,1,2,2,1,2,2,2,2,2,2,2,0,1,2,2,1,1,0,1
Mildred Ruby,151,LPN,Surgery,0,2,2,0,2,2,0,2,2,0,1,0,2,2,1,1,0,1,2,2,0,2,0,1,2,2,1,1,0,0,0,0,2,2,1,2,1,2,1,2,0,1
Zachery Willa,152,RN,Oncology,0,0,0,0,1,0,2,1,0,2,2,1,1,2,2,1,1,2,0,2,0,1,2,0,1,1,0,1,0,2,0,2,2,2,2,1,2,2,1,0,2,2
Jerod Roslyn,153,NA,Pediatric,1,0,2,2,1,2,2,0,1,0,2,0,1,0,0,1,0,2,2,2,1,1,2,2,0,2,0,2,1,2,2,2,2,1,0,1,1,0,0,0,1,2
Johnny Dorsey,154,NA,Surgery,1,1,2,0,1,0,1,1,0,0,1,1,2,0,1,0,2,0,2,0,0,1,0,2,2,1,0,1,2,1,1,1,2,0,0,2,0,0,2,1,2,1
Alan Ezekiel,155,LPN,Surgery,0,0,0,2,2,0,0,0,1,1,2,2,1,2,0,2,2,2,1,1,1,0,0,0,0,1,2,1,0,0,0,1,0,0,0,0,1,2,2,2,0,0
Herman Aurelia,156,NA,Pediatric,2,2,2,0,0,2,2,0,1,1,1,2,0,0,1,2,1,2,0,2,0,2,0,0,1,0,0,1,2,2,1,2,1,1,1,1,2,1,2,0,2,2
Matias Sheldon,157,LPN,Pediatric,2,0,0,2,0,1,1,0,2,0,0,0,2,0,2,2,2,2,2,2,1,2,1,1,0,2,0,0,2,2,2,0,1,2,0,1,2,0,0,2,0,2
Diana Arlene,158,NA,Surgery,1,2,1,1,1,2,1,0,1,1,1,0,1,1,2,2,0,0,2,2,2,0,1,1,1,2,2,2,2,1,1,2,0,1,1,2,0,0,2,0,0,2
Syble Deana,159,LPN,Oncology,2,2,2,0,0,0,0,1,0,1,1,1,0,1,2,1,1,0,1,0,0,0,2,0,1,0,0,2,0,1,0,2,2,0,0,1,2,2,1,0,1,2
Bettie Casimer,160,RN,Oncology,0,2,1,1,0,1,2,1,0,2,1,0,0,0,2,1,2,1,0,0,1,1,2,0,2,2,2,0,2,0,1,1,0,2,2,2,1,0,2,1,1,0
Nettie Carter,161,NA,Oncology,1,2,0,0,2,2,2,0,2,2,0,0,1,1,2,2,1,0,1,2,0,2,2,1,1,1,2,1,2,1,0,2,2,2,1,2,0,0,1,0,1,1
Artie Ethelyn,162,RN,Oncology,0,1,0,2,0,2,0,1,2,0,1,0,1,2,1,0,0,1,0,1,2,1,2,1,2,1,1,1,1,0,2,0,0,0,0,2,0,2,2,2,2,2
Lyla Curley,163,RN,Pediatric,1,2,2,1,0,2,1,0,2,0,2,1,1,0,2,1,1,1,2,1,1,2,2,2,2,1,2,1,0,1,2,2,0,0,2,2,1,1,0,1,0,2
Jovanny Kirt,164,LPN,Surgery,0,2,0,2,0,1,0,0,0,0,0,1,2,2,2,2,1,2,0,1,1,1,1,0,2,2,1,0,2,2,0,1,2,2,0,1,0,1,2,1,0,1
Virgil Mallory,165,LPN,Surgery,0,1,2,2,1,0,2,0,0,0,0,0,1,0,0,0,0,1,2,0,2,2,2,0,0,0,2,1,0,1,1,2,1,2,2,2,2,2,1,1,0,0
Ardith Denny,166,NA,Oncology,1,2,2,2,1,1,0,0,2,2,0,1,1,0,2,1,0,1,0,2,0,1,1,0,2,1,0,1,1,1,2,2,2,1,2,1,1,1,0,0,2,2
Nova Darleen,167,LPN,Oncology,0,0,0,0,1,2,1,2,0,2,0,0,2,1,1,1,1,1,0,1,2,1,0,0,2,1,2,0,0,0,1,2,0,0,2,1,0,0,0,1,1,0
Marybeth Zita,168,RN,Oncology,1,0,0,2,2,0,1,2,2,1,1,1,0,2,2,0,2,0,0,2,2,0,2,2,1,1,0,1,0,0,1,1,2,1,1,0,0,2,0,0,2,2
Sammie Rochelle,169,RN,Surgery,0,1,1,2,1,1,2,0,0,0,1,0,2,0,2,1,1,0,1,0,0,1,1,0,0,1,1,2,2,0,0,1,1,1,1,1,0,0,1,2,0,2
Deirdre Abraham,170,NA,Pediatric,0,0,2,0,2,1,0,1,0,2,0,2,0,2,2,2,2,0,2,2,0,0,2,0,1,2,0,0,2,1,1,1,2,0,1,1,1,2,2,0,0,2
Barney Eugene,171,RN,Surgery,1,2,2,1,0,0,2,0,0,0,2,2,0,0,2,2,0,1,1,2,2,0,0,2,0,1,1,2,2,2,0,2,0,1,0,0,1,2,0,1,2,1
Claude Duwayne,172,NA,Surgery,0,0,1,2,2,2,1,1,2,0,1,0,0,2,2,1,1,2,1,1,0,2,0,0,2,1,1,2,1,2,1,2,1,0,0,2,2,0,0,2,2,1
Connie Rosalind,173,NA,Pediatric,1,1,1,0,0,1,2,1,2,2,1,0,1,0,2,2,0,1,2,1,2,0,1,0,0,1,0,1,2,0,1,1,1,1,2,0,2,1,1,0,0,2
Jonnie Orin,174,RN,Oncology,1,2,0,1,2,0,1,1,0,0,2,0,0,0,0,2,0,2,1,0,2,2,1,2,1,0,1,0,0,0,2,0,0,2,2,2,2,0,1,1,1,0
Carleton Delois,175,RN,Oncology,0,2,0,1,1,0,1,0,2,1,2,0,2,2,2,0,2,0,2,1,2,2,1,0,1,0,2,0,1,1,2,2,2,1,0,0,0,1,0,1,1,2
Shaun Annetta,176,RN,Surgery,0,2,2,2,0,2,0,1,0,1,2,0,2,0,0,2,1,0,0,0,1,2,0,1,0,2,0,2,2,2,1,2,0,0,0,1,2,2,0,2,1,0
Judd Phoebe,177,RN,Surgery,0,2,0,2,0,0,1,0,1,0,2,2,1,1,0,2,1,0,0,2,2,1,1,1,1,0,0,2,2,1,0,0,2,0,0,2,2,1,2,2,1,2
Jeffery Gil,178,NA,Pediatric,2,2,0,2,1,0,2,1,2,1,0,2,0,0,0,2,0,0,2,2,0,2,0,1,1,1,1,0,0,1,0,2,2,2,0,2,2,1,2,1,2,2
Judi Lashawn,179,RN,Surgery,1,2,1,2,2,1,2,2,0,2,1,1,2,1,1,1,1,1,1,1,2,1,0,0,0,0,1,1,2,2,2,1,2,1,0,0,1,1,0,2,2,0
Trey Corinne,180,NA,Surgery,1,1,2,1,0,0,1,2,2,1,0,2,1,1,1,2,1,1,0,2,1,2,2,2,0,2,1,2,0,1,2,0,1,0,2,0,2,1,0,0,2,2
Santiago Dora,181,RN,Surgery,0,2,0,0,2,2,2,0,2,1,1,0,2,0,2,1,2,1,1,0,2,1,2,1,1,1,1,0,1,1,0,1,0,2,0,0,2,0,2,0,0,0
Joycelyn James,182,LPN,Pediatric,2,2,2,1,1,1,2,1,0,2,0,2,1,0,1,0,0,1,2,2,2,1,2,2,2,0,1,2,0,0,1,2,2,0,0,2,1,0,0,1,2,0
Michael Lavada,183,LPN,Pediatric,1,0,1,0,1,1,2,2,1,2,0,2,1,0,0,0,2,0,0,0,2,0,0,2,1,2,1,2,1,0,0,0,2,1,0,0,1,1,0,2,0,2
Hester Rush,184,LPN,Surgery,1,0,2,1,2,1,0,1,1,2,2,1,0,0,0,2,0,0,0,1,2,1,0,1,1,1,1,1,0,0,2,2,0,1,2,0,2,0,2,1,1,0
Flora Bernetta,185,NA,Oncology,1,2,0,0,1,2,2,2,0,1,2,0,2,1,2,1,0,0,2,0,2,0,0,1,2,0,1,1,0,1,2,2,1,0,1,1,1,0,0,1,0,1
Iris Mozell,186,RN,Pediatric,2,0,1,1,1,0,2,1,1,2,1,2,0,0,2,2,0,0,1,1,0,1,0,2,0,0,0,2,2,2,2,0,0,2,0,2,1,2,1,2,1,2
Hugo Wallace,187,RN,Oncology,1,0,2,2,1,2,2,1,2,2,0,1,1,2,2,0,2,2,2,1,0,0,2,2,2,1,2,0,1,0,1,0,0,2,1,1,2,2,2,2,0,0
Shannon Philip,188,RN,Pediatric,0,0,2,0,2,0,2,0,2,1,0,0,1,2,0,2,0,0,0,1,2,0,1,0,2,2,1,1,2,2,1,2,1,1,1,2,1,2,1,2,0,1
Ana Lessie,189,NA,Surgery,2,2,1,2,0,1,1,0,0,1,0,1,2,0,0,1,2,1,1,0,1,0,1,1,1,0,0,2,2,0,0,0,1,2,2,0,1,0,0,1,0,1
Madge Faron,190,LPN,Pediatric,1,0,1,0,1,1,1,2,0,1,1,2,0,1,0,0,1,1,1,2,0,1,1,0,2,2,0,1,2,0,2,0,1,0,2,2,1,0,2,1,1,0
Cameron Curtiss,191,RN,Surgery,0,0,0,1,1,0,2,0,2,1,0,2,0,1,0,2,0,0,2,1,2,1,2,2,0,1,2,0,1,1,2,1,0,2,2,1,0,0,0,1,0,2
Wilma Karl,192,RN,Pediatric,1,2,1,1,0,1,0,0,2,2,1,2,0,2,2,2,1,2,1,0,0,1,1,0,0,2,2,2,1,1,0,0,1,2,0,0,0,1,2,2,0,2
Jamison Shelton,193,RN,Surgery,0,2,2,2,0,2,0,0,0,1,2,1,1,1,1,0,0,2,2,2,1,1,2,2,0,2,2,1,0,1,2,1,0,2,2,0,0,0,0,2,0,2
Lily Antonio,194,RN,Pediatric,2,1,1,2,1,2,2,2,2,2,2,0,0,2,0,0,0,0,1,2,1,0,2,0,0,0,0,1,0,0,2,0,2,1,0,0,0,0,1,2,1,1
Tyrek Jakob,195,NA,Oncology,0,0,1,0,2,1,2,1,0,0,2,0,2,1,0,2,2,0,0,2,1,1,0,1,1,0,2,0,1,1,0,0,0,0,2,2,0,2,1,0,2,0
Manda Early,196,RN,Pediatric,0,0,1,2,1,1,2,2,2,1,2,0,0,1,0,0,1,2,1,0,2,2,0,1,2,2,1,0,1,0,2,1,2,2,2,2,1,2,2,0,0,0
Kenya August,197,LPN,Surgery,1,1,1,2,1,1,0,0,2,1,0,0,1,0,1,1,0,2,0,2,1,1,2,0,1,2,0,1,0,2,0,1,2,1,0,1,1,0,1,0,0,2
Emerson Randi,198,NA,Surgery,0,0,2,0,1,2,0,0,0,2,1,2,0,1,2,1,2,0,0,0,0,2,1,0,1,1,0,2,1,0,0,2,1,2,0,2,0,1,2,2,1,1
Joy Melvin,199,NA,Oncology,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,2,0,0,1,1,1,0,1,1,0,1,0,2,2,1,0,0,0,0,1,2,1,1,1,0,2,2
Rhea Aurora,200,LPN,Oncology,0,2,1,2,2,2,1,1,0,2,0,1,0,1,0,1,1,2,1,0,2,2,2,1,0,2,2,0,2,1,2,0,0,0,1,0,0,0,0,0,1,0
Ocie Minor,201,RN,Surgery,2,1,0,2,1,1,1,1,2,1,0,1,1,0,2,0,2,0,0,1,1,1,0,0,0,2,1,1,2,1,1,1,1,0,0,2,1,1,2,0,1,0
Elliot Kristofer,202,LPN,Surgery,2,1,2,2,0,1,2,1,2,2,2,2,2,2,1,1,0,2,1,0,1,2,0,0,0,1,2,0,2,0,2,1,1,2,0,2,1,0,0,2,0,2
Icy Marybeth,203,NA,Pediatric,0,0,0,0,2,0,0,1,2,2,1,2,0,0,0,1,2,0,1,0,0,2,2,1,0,2,0,1,0,1,1,1,1,2,1,1,2,1,0,1,2,2
Kenneth Bobbie,204,RN,Pediatric,0,1,0,0,2,0,0,0,2,1,0,1,0,1,1,1,1,0,2,0,1,1,0,2,1,0,2,0,1,1,1,0,2,0,2,2,2,0,1,0,1,0
Curt Lindsay,205,RN,Oncology,2,2,1,2,1,2,1,1,0,0,1,2,2,0,1,2,0,0,0,2,1,0,0,0,1,2,0,2,2,2,1,2,1,2,1,0,1,2,1,2,0,2
Nolan Cooper,206,NA,Surgery,1,1,1,2,2,2,1,0,1,0,1,1,2,2,2,2,0,0,1,2,2,1,0,2,2,1,1,0,0,1,1,0,2,1,2,0,1,1,2,1,0,0
Hector Jack,207,NA,Pediatric,0,1,1,2,0,2,2,2,1,2,1,1,1,1,0,2,1,0,0,0,1,2,0,1,1,0,1,0,1,2,0,1,1,0,0,2,2,2,2,1,0,0
Buddie Hans,208,NA,Surgery,0,0,1,0,1,0,1,0,1,0,0,1,2,2,1,2,2,2,2,0,0,0,1,0,2,1,2,1,0,1,2,0,0,1,1,2,0,2,1,0,1,1
Roy Alonzo,209,NA,Surgery,1,0,2,0,0,0,1,0,2,0,0,2,1,2,1,2,0,0,1,0,0,2,1,2,2,2,1,2,0,2,2,2,1,0,1,1,1,2,0,0,2,2
Jossie Horacio,210,RN,Oncology,1,2,2,2,1,1,2,2,1,0,2,2,0,1,0,1,1,0,0,0,0,0,2,0,1,0,1,1,0,0,1,2,1,2,1,1,1,1,0,2,2,2
Ardis Olan,211,RN,Oncology,1,0,2,2,1,1,2,0,1,0,0,1,0,2,1,1,0,2,0,2,1,0,1,1,0,0,0,1,1,2,1,0,1,2,1,0,2,0,2,1,1,1
Jonathan Von,212,LPN,Surgery,0,0,2,1,1,2,0,0,0,2,1,1,1,2,2,0,1,2,0,0,1,0,2,0,1,2,1,2,0,1,2,2,2,1,1,0,0,0,0,2,1,1
Sabrina Jacquelyn,213,NA,Oncology,2,2,1,2,1,0,2,1,0,2,1,1,2,0,0,1,1,1,1,0,1,1,1,1,0,0,2,1,0,1,2,2,2,2,2,2,1,1,2,1,2,1
Classie Ivan,214,RN,Surgery,0,0,2,1,0,1,0,2,1,0,0,2,2,1,2,0,0,2,1,0,1,2,2,2,1,1,2,2,0,2,1,1,1,0,0,0,1,0,0,2,2,1
Reid Georgie,215,LPN,Pediatric,2,2,0,1,2,0,1,1,2,0,1,1,2,0,1,2,1,1,0,2,1,1,2,0,2,0,2,1,1,0,0,0,1,1,2,1,2,2,2,1,0,1
Clay Karen,216,LPN,Pediatric,1,2,2,2,1,0,2,2,2,2,1,2,1,2,2,0,0,0,2,0,1,2,0,2,1,0,2,0,1,0,2,0,1,2,0,1,2,2,0,1,1,1
Cleveland Charles,217,LPN,Surgery,0,1,1,0,2,1,1,0,2,2,1,1,2,0,0,2,0,1,1,2,2,0,2,2,0,2,1,1,0,1,2,0,2,1,1,0,0,1,1,0,0,1
Ivory Jeannette,218,RN,Surgery,1,2,2,0,1,1,2,1,1,2,0,0,1,2,0,1,1,1,1,0,2,0,2,1,0,2,0,0,0,0,0,1,1,0,0,1,1,2,2,0,1,2
Marian Kitty,219,RN,Oncology,1,2,1,1,2,0,2,0,2,0,1,2,2,0,1,0,0,1,0,2,2,0,2,2,2,0,0,1,1,0,1,2,1,1,1,1,2,1,0,1,0,0
Trevon George,220,NA,Surgery,0,2,2,1,2,1,2,1,1,2,1,0,1,1,1,0,0,0,1,1,0,2,1,0,1,0,2,1,0,2,0,0,1,2,0,2,2,0,2,2,0,0
Eve Molly,221,NA,Pediatric,1,2,0,2,0,0,2,0,0,2,0,2,1,0,0,1,1,0,0,1,1,1,2,1,2,1,0,1,1,0,2,2,2,2,2,1,0,2,1,2,0,2
Alex Emilio,222,RN,Surgery,0,1,2,1,0,1,1,0,0,0,2,2,1,2,1,1,2,1,0,1,0,1,0,1,1,1,2,1,0,1,1,2,1,2,0,2,0,2,1,1,1,2
Pattie Brady,223,RN,Surgery,1,2,0,2,0,0,0,2,2,2,2,2,2,1,1,0,2,1,0,1,1,2,2,0,2,1,2,0,2,1,1,0,0,0,1,2,0,0,1,1,2,2
Mark Queenie,224,LPN,Pediatric,1,0,2,2,1,1,2,1,1,0,2,2,2,1,0,0,2,2,2,2,0,2,2,1,2,1,0,1,1,0,0,2,0,2,0,1,2,1,0,0,1,0
Faustino Kailey,225,RN,Surgery,1,1,2,0,2,2,0,2,1,0,1,2,1,1,1,2,0,0,0,1,0,1,0,2,2,1,1,0,0,2,1,1,1,0,2,1,2,2,2,2,1,2
Myrtis Marvel,226,RN,Surgery,0,0,0,1,2,2,1,1,1,2,1,2,2,2,1,2,2,1,1,0,2,1,1,1,1,2,2,0,1,0,1,1,2,1,2,1,0,1,0,2,0,0
Joyce Lonnie,227,RN,Oncology,0,2,0,0,2,2,2,2,1,2,1,2,1,1,1,0,1,1,2,1,1,2,2,0,2,1,1,0,2,0,2,0,1,1,1,0,0,0,1,1,1,0
Leota Will,228,RN,Pediatric,1,0,2,2,2,0,2,2,0,1,2,1,1,0,1,0,2,2,2,2,1,0,1,0,2,1,0,2,0,1,0,1,1,2,0,1,0,2,1,2,0,0
Christi Roselyn,229,LPN,Surgery,2,0,1,0,2,2,0,1,1,0,1,2,1,1,2,2,1,0,0,2,0,1,0,0,2,1,0,0,2,1,1,2,0,1,2,0,1,2,0,2,1,1
Reed Javier,230,RN,Surgery,2,2,2,2,2,2,2,2,0,1,1,2,0,1,2,0,1,0,2,0,2,0,0,2,0,0,1,1,2,0,1,0,2,1,1,2,2,0,0,2,0,1
Malcom Arminta,231,NA,Pediatric,2,0,1,0,0,1,2,0,2,0,2,1,0,2,1,0,1,1,1,2,1,1,0,1,0,0,0,0,0,0,0,1,2,2,1,0,1,2,1,1,1,1
Dorotha Donald,232,LPN,Surgery,2,2,2,0,0,0,2,1,0,2,2,2,0,0,0,0,1,2,2,0,1,1,0,2,2,2,2,1,2,1,2,2,0,2,1,2,2,1,2,2,0,2
Lanie Armani,233,RN,Pediatric,2,0,0,1,1,0,1,0,2,1,1,2,1,1,2,0,1,1,0,2,0,2,2,0,1,1,0,2,0,2,0,0,0,0,0,0,2,2,0,2,1,2
Andy Eudora,234,RN,Oncology,0,0,2,1,1,1,0,2,2,2,2,1,1,0,2,0,0,1,0,2,2,0,1,0,1,0,2,2,2,1,2,0,1,2,2,1,0,2,1,2,2,1
Scot Tammi,235,RN,Oncology,2,0,1,1,0,2,2,0,1,0,1,2,2,2,2,1,0,2,2,0,0,1,1,2,1,1,2,2,0,2,2,2,2,0,0,2,0,2,2,0,2,1
Tyron Hans,236,LPN,Surgery,2,2,2,0,0,1,1,1,2,2,1,1,2,0,0,2,0,0,2,0,0,1,0,1,0,0,0,2,2,0,1,2,1,2,1,2,0,1,2,0,1,2
Susan Jeraldine,237,RN,Surgery,1,1,0,1,2,1,1,0,2,2,1,1,2,1,0,2,0,0,2,1,1,2,1,2,1,1,1,0,2,0,1,2,2,0,2,0,2,1,0,1,0,1
Forest Alan,238,RN,Surgery,1,1,1,2,1,2,2,2,2,0,2,0,2,2,2,2,2,0,0,2,2,0,2,0,2,0,0,2,0,0,0,0,2,1,2,1,2,1,0,1,2,1
Ericka Monroe,239,LPN,Pediatric,2,2,0,2,2,1,1,1,1,1,0,1,1,0,0,2,2,2,0,2,1,2,1,2,2,0,1,2,0,0,0,0,1,1,1,1,1,2,2,2,2,1
Jewell Steven,240,RN,Oncology,0,0,0,1,1,1,2,0,2,1,1,0,2,0,0,2,0,0,0,0,0,0,1,2,2,1,0,1,1,2,2,1,1,0,0,0,2,2,2,2,2,1
Zebulon Emil,241,NA,Oncology,0,1,2,1,1,2,1,1,1,1,2,0,1,2,0,0,0,0,0,0,2,1,2,0,0,0,2,1,1,1,0,2,1,2,1,1,2,0,0,0,1,2
Clint Caleb,242,NA,Pediatric,0,1,2,1,1,0,1,2,1,0,0,1,2,1,2,0,0,2,0,0,0,0,1,0,1,0,2,2,0,1,1,1,1,0,2,0,2,0,1,2,1,0
Archie Rosa,243,NA,Oncology,2,0,1,1,2,1,2,0,2,0,2,0,0,2,0,1,1,2,1,1,0,2,1,1,0,0,1,1,1,1,0,0,2,2,0,2,2,1,2,2,1,2
Arvilla Elease,244,RN,Pediatric,0,2,0,0,2,0,0,0,1,1,2,1,1,2,0,2,2,2,0,0,0,2,0,2,0,0,2,1,2,1,1,2,1,0,0,0,1,1,2,0,2,0
Allen Earlie,245,NA,Pediatric,2,2,1,2,0,1,0,1,0,2,0,0,2,1,0,1,1,2,1,0,0,2,1,0,1,1,0,2,2,2,0,1,0,2,1,0,2,1,0,0,1,2
Jewell Florine,246,LPN,Pediatric,2,0,2,2,1,0,1,1,2,1,0,1,2,1,1,0,1,1,0,1,0,1,0,2,0,2,1,1,0,2,0,0,2,0,2,1,2,2,1,2,1,1
Luther Megan,247,NA,Pediatric,2,1,0,0,2,0,1,0,1,2,2,2,2,0,2,2,0,1,2,1,0,2,0,1,2,1,0,1,1,0,0,2,1,0,1,1,1,1,1,2,0,0
Benjamin Forrest,248,NA,Pediatric,0,0,2,0,1,0,2,2,2,1,2,0,0,0,2,2,2,0,2,0,1,0,2,1,2,0,1,1,0,2,1,2,2,2,2,0,2,1,0,0,2,1
Rick Juan,249,NA,Pediatric,0,0,2,1,1,0,1,1,1,0,0,1,0,0,0,1,0,2,1,2,2,1,0,1,0,1,0,1,1,1,1,2,0,2,2,2,0,2,1,0,1,0
Claudie Bluford,250,LPN,Oncology,2,1,0,0,1,2,2,0,0,1,1,2,1,2,0,0,2,0,2,1,0,1,2,0,1,0,0,2,0,1,2,2,0,1,1,0,1,2,1,1,0,0
Wm Norwood,251,NA,Surgery,1,2,2,1,2,0,2,1,2,2,2,0,0,2,2,1,1,1,1,1,1,0,1,1,1,0,2,2,1,1,0,1,1,0,1,1,0,2,0,1,2,0
Erma Elisa,252,NA,Oncology,1,1,0,1,2,1,1,2,0,1,0,2,0,0,2,1,2,2,1,1,0,1,1,2,1,0,1,1,1,1,2,1,0,2,0,1,0,2,2,0,1,2
Luetta Horace,253,RN,Oncology,1,0,2,0,0,2,0,2,0,1,1,1,2,0,1,2,2,0,2,0,2,2,1,1,1,2,0,1,2,0,0,2,1,1,2,2,2,0,2,1,1,0
Mara Kennedi,254,NA,Surgery,0,2,0,0,2,1,1,2,1,2,1,2,1,0,1,1,1,1,1,0,0,1,0,1,0,1,0,2,1,1,2,1,1,1,2,2,1,2,1,2,0,2
Coby Mayme,255,NA,Surgery,2,2,2,2,0,1,1,1,2,0,1,0,2,1,1,1,2,0,0,1,0,0,0,2,1,0,2,1,2,0,1,2,2,1,0,0,1,1,0,0,1,1
Octavia Gilbert,256,LPN,Oncology,0,2,0,2,0,0,0,2,2,0,0,0,2,1,2,0,2,0,1,2,0,1,2,2,1,2,1,0,1,0,1,0,2,2,0,2,1,0,2,0,1,2
Dallas Leslie,257,NA,Oncology,1,2,2,1,2,0,0,1,1,0,0,1,1,0,0,0,2,2,1,2,2,2,2,1,2,2,1,2,2,0,0,1,0,0,2,1,1,1,0,0,0,2
Lynnette Finn,258,LPN,Pediatric,1,0,2,0,1,2,0,0,0,1,2,1,1,1,1,1,0,2,1,0,2,0,1,0,0,0,0,1,2,0,2,0,2,2,2,1,2,1,1,0,1,0
Britt Ferdinand,259,LPN,Oncology,0,1,1,2,1,0,1,1,2,1,2,0,0,0,2,1,0,0,0,1,2,1,0,1,1,2,1,0,0,2,1,2,1,0,2,0,2,0,1,2,0,2
Zachary Loren,260,NA,Oncology,2,1,0,2,2,1,2,0,1,0,1,1,2,2,1,0,2,1,0,0,1,2,0,1,0,1,2,0,1,1,2,2,1,1,1,1,1,0,1,0,2,0
Sidney Allen,261,LPN,Oncology,2,2,1,0,0,0,2,1,1,0,1,2,2,1,2,2,0,2,0,0,2,0,2,2,2,0,1,1,1,1,2,1,2,2,0,1,1,1,2,0,1,2
Murray Donal,262,NA,Pediatric,2,1,2,1,0,2,0,1,1,0,0,1,0,0,0,2,0,1,1,2,2,0,0,2,2,0,2,0,2,2,1,2,0,1,0,1,0,1,1,2,1,1
Veronica Jackson,263,NA,Pediatric,2,2,2,0,1,2,2,0,1,1,0,2,2,1,2,0,0,1,1,1,0,2,1,1,1,1,2,2,1,1,0,0,2,2,2,2,0,1,0,1,2,1
Lauren Lurline,264,RN,Surgery,0,1,1,0,0,0,2,0,0,0,0,1,2,0,2,0,1,2,2,0,1,2,2,1,0,1,2,1,1,2,1,2,0,0,0,2,1,2,2,0,1,1
Donald Mitchell,265,NA,Pediatric,2,2,0,1,0,0,0,2,2,0,2,2,1,1,1,2,2,2,0,1,1,0,1,1,1,1,2,0,0,1,0,1,0,1,2,1,1,0,0,0,2,1
Bryson Delta,266,RN,Oncology,0,0,2,2,2,1,2,0,1,1,2,2,1,2,1,2,1,2,2,0,0,0,1,2,0,2,2,2,2,0,2,1,0,2,0,2,2,2,2,2,2,0
Cesar Hillary,267,NA,Surgery,0,0,2,1,2,1,0,1,1,0,0,2,0,1,1,1,2,1,0,0,2,0,0,0,1,1,2,0,1,1,0,2,0,0,0,0,0,0,1,1,1,0
